brand;model;version;registration_base_description;my_code;control;msrp;retail_bonus;trade_in_bonus;subsidized_rate_monthly;rate_cost;insurance_years;ipva_value;others_bonus;dealer_rebate;total_customer_benefit;comment;offer_month_code
Toyota;Corolla Cross;XRX 1.8 HEV CVT;TOYOTA/CCROSS XRX HYBRID;2526;Toyota Corolla Cross XRX 1.8 HEV CVT 2526;222690;0;0;0;;0;0;0;0;0;0;202604
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;2627;Hyundai Creta Comfort Safety  1.0 TGDI AT 2627;156590;12000;0;0,006018;6200;0;0;0;0;18200;0;202604
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;2627;Hyundai Creta Limited 1.0 TGDI AT 2627;173390;12000;0;0,006018;6900;0;0;0;0;18900;0;202604
Hyundai;Creta;Ultimate 1.6 TGDI DCT;HYUNDAI/CRETA16G ULTIMTE;2627;Hyundai Creta Ultimate 1.6 TGDI DCT 2627;201590;0;6000;0,006018;8000;0;0;0;0;14000;0;202604
MG;S5;Comfort;I/SAIC MGS5 EV 62KWH COM;2526;MG S5 Comfort 2526;218800;19000;14000;0,796036;7900;0;0;0;3019;40900;0;202604
MG;S5;Luxury;I/SAIC MGS5 EV 49KWH LUX;2526;MG S5 Luxury 2526;238800;19000;14000;0,796036;8600;0;0;0;3295;41600;0;202604
Leapmotor;B10;EV;0;2526;Leapmotor B10 EV 2526;182990;0;7000;0,006024;9700;0;0;5300;0;22000;0;202604
Jeep;Renegade;Altitude 1.3 TGDI AT;JEEP/RENEGADE ALTIT T270;2627;Jeep Renegade Altitude 1.3 TGDI AT 2627;129990;0;0;0;;0;0;0;0;0;0;202604
Jeep;Renegade;Longitude 1.3 TGDI AT MHEV;"JEEP/RENEGADE LGTD T270;JEEP/RENEGADE LONGIT HYB";2627;Jeep Renegade Longitude 1.3 TGDI AT MHEV 2627;158690;0;4500;0,00603;10500;0;0;0;0;15000;0;202604
Jeep;Renegade;Sahara 1.3 TGDI AT MHEV;JEEP/RENEGADE SAHARA;2627;Jeep Renegade Sahara 1.3 TGDI AT MHEV 2627;175990;0;4500;0,00603;11700;0;0;0;0;16200;0;202604
Jeep;Renegade;Willys 1.3 TGDI AT 4x4;JEEP/RENEGADE WILLYS 4X4;2627;Jeep Renegade Willys 1.3 TGDI AT 4x4 2627;189490;0;4500;0,00603;12600;0;0;0;0;17100;0;202604
Jeep;Compass;Longitude 1.3 TGDI AT;"JEEP/COMPASS LONG T;JEEP/COMPASS LONGITUDE T";2626;Jeep Compass Longitude 1.3 TGDI AT 2626;201490;6000;15000;0,00503;17900;0;0;0;0;38900;0;202604
Jeep;Compass;Serie S 1.3 TGDI AT;JEEP/COMPASS SERIE S T;2626;Jeep Compass Serie S 1.3 TGDI AT 2626;233990;2000;11000;0,00603;15500;0;0;0;0;28500;0;202604
Jeep;Compass;Blackhawk 2.0 TGDI AT;JEEP/COMPASS BLACKHAWK;2626;Jeep Compass Blackhawk 2.0 TGDI AT 2626;278990;8000;5000;0,00603;18500;0;0;0;0;31500;0;202604
Jeep;Commander;Longitude 1.3 TGDI AT;JEEP/COMMANDER LONG T;2627;Jeep Commander Longitude 1.3 TGDI AT 2627;228790;9000;0;0;;0;0;0;0;9000;0;202604
Jeep;Commander;Limited 1.3 TGDI AT MHEV;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";2627;Jeep Commander Limited 1.3 TGDI AT MHEV 2627;255690;0;16000;0,006024;13600;0;0;0;0;29600;0;202604
Jeep;Commander;Overland 1.3 TGDI AT MHEV;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270;JEEP/COMMANDER OVER HYB";2627;Jeep Commander Overland 1.3 TGDI AT MHEV 2627;283790;0;19000;0,006024;15000;0;0;0;0;34000;0;202604
Jeep;Commander;Overland 2.2 TD AT 4x4;JEEP/COMMANDER OVR TD;2627;Jeep Commander Overland 2.2 TD AT 4x4 2627;319990;0;20000;0;;0;0;0;0;20000;0;202604
Jeep;Commander;Blackhawk Hurricane 2.0 TGDI AT 4x4;JEEP/COMMANDER BLACKHAWK;2627;Jeep Commander Blackhawk Hurricane 2.0 TGDI AT 4x4 2627;336490;0;17000;0,006024;17800;0;0;0;0;34800;0;202604
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;2526;Nissan Kicks Sense 1.0 TGDI DCT 2526;168690;5000;14000;0,006018;6700;0;0;0;1500;25700;0;202604
Nissan;Kait;Sense 1.6 CVT;NISSAN/KAIT SENSE CVT;2526;Nissan Kait Sense 1.6 CVT 2526;136990;8000;0;0,006536;9200;0;0;0;0;17200;0;202604
Nissan;Kait;Sense Plus 1.6 CVT;NISSAN/KAIT SENSE CVT;2526;Nissan Kait Sense Plus 1.6 CVT 2526;139590;8000;0;0,006536;9400;0;0;0;0;17400;0;202604
Nissan;Kait;Advance 1.6 CVT;NISSAN/KAIT ADVANCE CVT;2526;Nissan Kait Advance 1.6 CVT 2526;146990;11400;0;0,006536;9900;0;0;0;0;21300;0;202604
Nissan;Kait;Advance Plus 1.6 CVT;NISSAN/KAIT ADVANCE CVT;2526;Nissan Kait Advance Plus 1.6 CVT 2526;149890;11400;0;0,006536;10100;0;0;0;0;21500;0;202604
Geely;EX5;Pro 1.5 PHEV DHT;;2627;Geely EX5 Pro 1.5 PHEV DHT 2627;189990;0;0;0,006036;15100;0;0;0;0;15100;0;202604
Geely;EX5;Max 1.5 PHEV DHT;;2627;Geely EX5 Max 1.5 PHEV DHT 2627;209990;0;0;0,006036;16700;0;0;0;0;16700;0;202604
Geely;EX5;Ultra 1.5 PHEV DHT;;2627;Geely EX5 Ultra 1.5 PHEV DHT 2627;234990;0;0;0,006036;18700;0;0;4000;0;22700;0;202604
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;2626;VW T-Cross Highline 1.4 TGDI AT 2626;196290;13300;15000;0,00603;13000;0;0;0;2000;41300;0;202604
VW;T-Cross;Extreme 1.4 TGDI AT;VW/T CROSS EXTREME TSI;2626;VW T-Cross Extreme 1.4 TGDI AT 2626;203490;13500;15000;0,00603;13500;0;0;0;2000;42000;0;202604
Omoda;E5;Comfort BEV;;2627;Omoda E5 Comfort BEV 2627;159990;0;5000;0;;0;0;0;0;5000;0;202604
Jaecoo;5;Luxury EV;;2627;Jaecoo 5 Luxury EV 2627;184990;0;10000;0;;0;0;0;0;10000;0;202604
Omoda;E5;Prestige BEV;;2627;Omoda E5 Prestige BEV 2627;209990;0;10000;0;;0;0;0;0;10000;0;202604
GM;Spark EUV;BEV;I/CHEV SPARK EUV ACTIV;2526;GM Spark EUV BEV 2526;154990;0;0;0;;0;0;0;0;0;0;202604
BYD;Yuan Plus;GS EV AWD;I/BYD YUAN PLUS GS 310EV;2627;BYD Yuan Plus GS EV AWD 2627;269990;0;0;0;;0;0;0;0;0;0;202604
BYD;Dolphin;SE EV;I/BYD DOLPHIN SE 290EV;2627;BYD Dolphin SE EV 2627;159990;0;0;0;;0;0;0;0;0;0;202604
Chery;Tiggo 5X;Pro 1.5 TCI CVT;CAOACHERY/TIGGO5X PRO;2627;Chery Tiggo 5X Pro 1.5 TCI CVT 2627;144990;0;0;0;;0;0;0;0;0;0;202604
Chery;Tiggo 5X;Sport 1.5 TCI CVT;CAOACHERY/TIGGO5X SPORT;2627;Chery Tiggo 5X Sport 1.5 TCI CVT 2627;126990;0;0;0;;0;0;0;0;0;0;202604
VW;Tiguan;R-Line 2.0 TGDI AT;I/VW TIGUAN R LINE;2626;VW Tiguan R-Line 2.0 TGDI AT 2626;299990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L4;v1 1.5 TGDI HEV DHT;;2727;Lepas L4 v1 1.5 TGDI HEV DHT 2727;159990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L4;v1+ 1.5 TGDI HEV DHT;;2727;Lepas L4 v1+ 1.5 TGDI HEV DHT 2727;179990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L4;v1 EV50;;2727;Lepas L4 v1 EV50 2727;179990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L4;v1+ EV67;;2727;Lepas L4 v1+ EV67 2727;199990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L4;v2 1.5 TGDI HEV DHT;;2727;Lepas L4 v2 1.5 TGDI HEV DHT 2727;159990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L4;v2+ 1.5 TGDI HEV DHT;;2727;Lepas L4 v2+ 1.5 TGDI HEV DHT 2727;179990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L6;v1 1.5 TGDI PHEV DHT;;2727;Lepas L6 v1 1.5 TGDI PHEV DHT 2727;199990;0;0;0;;0;0;0;0;0;0;202604
Lepas;L6;v1+ 1.5 TGDI PHEV DHT;;2727;Lepas L6 v1+ 1.5 TGDI PHEV DHT 2727;219990;0;0;0;;0;0;0;0;0;0;202604
