SC_0001;SC_0002;SC_0003;SC_0004;SC_0005;SC_0006;DM_0001;DM_0002;DM_0003;DM_0004;DM_0005;DM_0006;DM_0007;DM_0008;DM_0009;DM_0010;DM_0011;PW_0001;PW_0002;PW_0003;PW_0004;PW_0005;PW_0006;PW_0007;PW_0008;PW_0009;PW_0010;PW_0011;PW_0012;PW_0014;PW_0015;PW_0016;PW_0017;PW_0018;PW_0019;PW_0020;PW_0021;PW_0022;PW_0023;PW_0025;PW_0026;PW_0028;PW_0029;PW_0030;PW_0031;PW_0032;PW_0033;PW_0035;PW_0036;PW_0037;PW_0038;PW_0039;PW_0040;PW_0041;PW_0042;PW_0043;PW_0044;OW_0001;OW_0002;OW_0003;OW_0004;OW_0005;OW_0006;OW_0007;OW_0008;OW_0009;OW_0010;EX_0001;EX_0002;EX_0003;EX_0004;EX_0005;EX_0006;EX_0007;EX_0008;EX_0009;EX_0010;EX_0011;EX_0012;EX_0013;EX_0014;EX_0015;EX_0016;EX_0017;EX_0018;EX_0019;EX_0020;EX_0021;EX_0022;EX_0023;EX_0024;EX_0025;EX_0026;EX_0027;EX_0028;EX_0029;EX_0030;EX_0031;EX_0032;EX_0033;EX_0034;EX_0035;EX_0036;EX_0037;EX_0038;EX_0039;EX_0040;EX_0041;EX_0042;EX_0043;IN_0001;IN_0002;IN_0003;IN_0004;IN_0005;IN_0006;IN_0007;IN_0008;IN_0009;IN_0062;IN_0063;IN_0010;IN_0011;IN_0012;IN_0013;IN_0014;IN_0015;IN_0016;IN_0017;IN_0064;IN_0018;IN_0019;IN_0020;IN_0021;IN_0022;IN_0023;IN_0024;IN_0025;IN_0026;IN_0027;IN_0028;IN_0029;IN_0030;IN_0031;IN_0065;IN_0032;IN_0033;IN_0034;IN_0035;IN_0036;IN_0037;IN_0038;IN_0039;IN_0040;IN_0041;IN_0042;IN_0043;IN_0044;IN_0045;IN_0046;IN_0047;IN_0048;IN_0060;IN_0061;IN_0049;IN_0050;IN_0051;IN_0052;IN_0053;IN_0054;IN_0055;IN_0056;IN_0057;IN_0058;CO_0001;CO_0002;CO_0003;CO_0004;CO_0005;CO_0006;CO_0007;CO_0008;CO_0009;CO_0010;CO_0011;CO_0053;CO_0054;CO_0012;CO_0013;CO_0014;CO_0015;CO_0016;CO_0017;CO_0018;CO_0019;CO_0020;CO_0021;CO_0022;CO_0023;CO_0024;CO_0025;CO_0026;CO_0027;CO_0028;CO_0029;CO_0030;CO_0031;CO_0032;CO_0033;CO_0034;CO_0035;CO_0036;CO_0037;CO_0038;CO_0039;CO_0040;CO_0041;CO_0042;CO_0043;CO_0044;CO_0045;CO_0046;CO_0047;CO_0048;CO_0049;CO_0050;CO_0051;CO_0052;SF_0001;SF_0002;SF_0003;SF_0004;SF_0005;SF_0006;SF_0007;SF_0008;SF_0009;SF_0010;SF_0011;SF_0012;SF_0013;SF_0014;SF_0015;SF_0016;SF_0017;SF_0018;SF_0019;SF_0020;SF_0021;SF_0022;SF_0023;SF_0024;SF_0025;SF_0026;SF_0027;SF_0028;SF_0029;SF_0030;SF_0031;SF_0032;SF_0033;SF_0034;SF_0035;SF_0036;SF_0037;SF_0038;SF_0039;SF_0040;SF_0041;SF_0042;SF_0043;SF_0044;SF_0045;AD_0001;AD_0002;AD_0003;AD_0004;AD_0005;AD_0006;AD_0007;AD_0008;AD_0009;AD_0010;AD_0011;AD_0012;AD_0013;AD_0014;AD_0015;AD_0016;AD_0017;AD_0018;AD_0019;AD_0020;AD_0021;AD_0022;AD_0023;EX_0044;CO_0055;IN_0059
Chery Tiggo 7 Pro Max Drive 1.6 TGDI DCT 2526;Chery;Tiggo 7;Pro Max Drive 1.6 TGDI DCT;2025;2026;4500;1842;1705;2670;173;475;;1488;;;;;;;;1,6;;S;4;S;;187;274,59;;;;S;;;7;;;;;;;;;;187;274,59;7,957219251;53,14285714;;;S;;;S;;S;1,93;10,2;13;;;51;;;5;8;S;18;225;225/60 R18;S;;;;S;S;S;S;S;;S;;;S;S;;S;S;;S;S;;S;S;;;;S;;;;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;;;;;;;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;S;S;;;S;S;;S;;;1;;1;1;1;1;S;;;12,3;;10,25;;;;S;;;;6;;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;S;S;S;;;S;S;;S;S;;S;;S;;S;S;;;S;S;;;S;;;;;
Chery Tiggo 7 Sport 1.5 TCI CVT 2526;Chery;Tiggo 7;Sport 1.5 TCI CVT;2025;2026;4500;1842;1705;2670;173;525;;1466;;422;;;;;;1,5;S;;4;S;;150;209,85;;;;;S;;;;;;;;;;;;150;209,85;9,773333333;68,5046729;;;S;;;S;;S;2,05;10,1;12,3;6,4;8,3;51;;;5;8;S;18;225;225/60 R18;S;;;;S;;S;;S;;S;;;S;S;;S;S;;S;S;;S;S;;;;S;;;;;;;S;S;;;S;;;S;;S;S;S;S;S;;;;;S;;;;;;;;;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;S;S;;;S;S;;S;;;1;;1;1;1;1;S;;;12,3;;10,25;;;;S;;;;6;;;;;S;;S;;;;;;;S;;4;;4;S;;S;;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Chery Tiggo 8 Pro 1.6 TGDI DCT 2526;Chery;Tiggo 8;Pro 1.6 TGDI DCT;2025;2026;4720;1860;1705;2710;212;889;1930;1589;;543;;;;;;1,6;;S;4;S;;187;274,58;;;;S;;;7;;;;;;;;;;187;274,58;8,497326203;56,75;8,6;180;S;;;S;;S;1,99;10;12,5;;;51;;;5;8;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;S;S;;S;S;S;S;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;;S;;;S;S;S;S;S;;S;S;S;;S;S;;S;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;;S;;;S;S;;S;;;1;1;1;1;1;1;S;;;12,3;;12,3;;;;,;S;;S;6;2;;;;S;;;;S;;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;;S;S;S;S;S;;;S;S;;S;S;;S;;S;;S;S;;;S;S;;;S;;;;;
Ford Territory Titanium 1.5 TGDI AT 2526;Ford;Territory;Titanium 1.5 TGDI AT;2025;2026;4685;1935;1706;2726;179;448;1422;1705;;395;;;;;;1,5;;S;4;S;;169;250;5500;1500;;S;;;7;;;;;;;;;;169;250;10,0887574;66,88897607;10,3;180;S;;;S;S;;2,1;9,5;11,8;;;60;;;3;;S;19;235;235/45 R19;S;;;;S;S;S;S;;;S;;;;S;;S;S;;S;S;;S;S;;;;;;;;;S;S;S;;S;S;;;;S;;S;S;S;S;S;;;;;S;;;;;;;;S;S;;S;;S;S;S;;S;S;;;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;;S;S;;S;S;;;1;1;1;1;1;S;;;12,3;;12,3;;;;S;;;;8;;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;;S;S;;;;;S;;S;S;;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;S;S;S;;;S;S;;S;S;;S;;;;S;S;S;;;S;;;;;;;;
Jaecoo 5 Luxury 1.5 TGDI HEV DHT 2526;Jaecoo;5;Luxury 1.5 TGDI HEV DHT;2025;2026;4380;1860;1650;2620;;;;;;;;;S;;;1,5;;S;4;S;;135;200;5200;2500;;;;S;1;S;204;310;;;1,83;;;;224;295;;;7,9;175;S;;;S;;S;;;;;;;;;7;8;S;18;215;215/55 R18;;;S;;S;S;S;S;S;;S;;;;S;;;S;;S;S;;S;;;;;;;;;;;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;S;;;;;;;S;S;;S;;;;S;;S;S;;S;;S;;1;1;1;1;1;;;;8,8;;13,2;;;;S;;;;6;;;;;;;;;S;;;S;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;USB;S;S;S;S;;;S;S;;;;;S;S;S;;S;S;;S;;;;;;;;;;
Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;Jaecoo;5;Prestige 1.5 TGDI HEV DHT;2025;2026;4380;1860;1650;2620;;410;;;;;;;S;;;1,5;;S;4;S;;135;200;5200;2500;;;;S;1;S;204;310;;;1,83;;;;224;295;;;7,9;175;S;;;S;;S;;;;;;;;;7;8;S;18;215;215/55 R18;;;S;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;;S;;S;S;;S;;;;;S;;S;S;S;S;S;;;;;;;;;;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;;;;;S;S;S;S;;;;S;;S;S;;S;S;S;1;1;1;;1;1;S;;;8;;13,2;;;;S;;;S;8;;;;;;S;;;S;;;S;;S;;4;;4;S;;S;;S;S;;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;;S;S;;USB;S;S;S;S;;;S;S;;S;S;S;S;S;S;;S;S;S;;S;S;;;S;;;;;
Jaecoo 8 Legend 1.5 TGDI PHEV DHT 2526;Jaecoo;8;Legend 1.5 TGDI PHEV DHT;2025;2026;4820;1930;1710;2820;;;;;;;;;;S;;1,5;;S;4;S;;135;215;5200;2500;;;;S;3;S;222;390;235;310;34,46;6,6;70;S;428;380;;;;;;;S;S;;S;;;;;;70;;;7;8;S;20;235;235/45 R20;;;;;S;S;S;S;S;;S;;;;S;S;S;S;;;S;;S;S;S;S;S;S;;S;;;S;S;S;S;S;S;S;;;;S;S;S;S;S;S;S;S;;;S;;S;;S;;S;S;S;S;S;S;;S;S;S;S;S;S;S;S;S;;S;;;S;S;S;S;S;;S;;S;;S;S;S;S;S;S;;;S;S;S;S;S;S;S;;S;;S;;S;S;S;S;1;1;1;1;1;1;;;S;12,3;S;12,3;;;;S;S;;S;14;;;;S;S;S;;;;S;;S;S;S;S;4;;4;S;;;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;S;S;S;S;S;S;;;S;S;;S;S;S;S;S;S;;S;S;;S;S;S;;;S;;S;;S;S
Leapmotor B10 EV 2526;Leapmotor;B10;EV;2025;2026;4515;1885;1670;2735;185;557;;1704;;;;;;;S;;;;;;;;;;;;;;;;S;218;240,27;;;67,1;11;168;S;218;240;8,669724771;77,14285714;8,5;170;;S;;S;;S;0,55;41,2;32,8;;;;288;;4;8;S;18;215;215/55 R18;;;;;S;S;S;S;;;S;;;S;S;;;S;;S;S;;S;;;;;S;;S;;S;;;S;;;;;;;S;;S;S;S;;;;;;;;;;;;;;;;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;;;;;;S;S;S;;;;S;;S;;S;S;S;S;1;1;1;1;1;1;S;;;8,8;;14,6;;;;S;;S;;6;;;;;S;S;;S;;;;;;S;;4;;4;S;S;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;S;S;S;;;S;S;;S;S;S;S;;S;;S;S;S;S;;S;;;S;;S;;;
Leapmotor C10 EV 2526;Leapmotor;C10;EV;2025;2026;4739;1900;1680;2825;180;497;1472;2007;;555;1500;;;;S;;;;;;;;;;;;;;;;S;218;319,63;;;69,9;11;84;S;218;319,63;9,206422018;61,56441718;8,3;170;;S;;S;;S;0,61;35,1;30,8;;;;338;;4;8;S;20;245;245/45 R20;;;;;S;S;S;S;;;S;;;S;S;;;S;;S;S;;S;S;S;S;S;S;;S;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;;;;;S;;;S;S;S;S;S;;;S;S;;S;S;;;;;S;;S;;S;S;S;S;;S;;S;;S;S;;;;;;;;;S;S;S;;;;S;;S;S;;S;S;S;1;1;1;1;1;1;S;;;10,25;;14,6;;;;S;S;S;;12;;;;;S;S;;;S;;;S;S;S;;4;;4;S;S;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;S;S;S;S;;S;S;;S;S;S;S;;S;;S;S;S;S;;S;;;S;S;S;;;
Leapmotor C10 REEV 2526;Leapmotor;C10;REEV;2025;2026;4739;1900;1680;2825;180;435;1410;1976;;555;1500;;;;S;1,5;;;4;S;;96;117,68;;;;;;;;S;215;319,63;;;28,4;6,6;65;S;218;319,63;9,064220183;60,61349693;8,2;170;;S;;S;;S;0,65;33,5;29,1;;;50;111;;4;8;S;20;245;245/45 R20;;;;;S;S;S;S;;;S;;;S;S;;;S;;S;S;;S;S;S;S;S;S;;S;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;;;;;S;;;S;S;S;S;S;;;S;S;;S;S;;;;;S;;S;;S;S;S;S;;S;;S;;S;S;;;;;;;;;S;S;S;;;;S;;S;S;;S;S;S;1;1;1;1;1;1;S;;;10,25;;14,6;;;;S;S;S;;12;;;;;S;S;;;S;;;S;S;S;;4;;4;S;S;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;S;S;S;S;;S;S;;S;S;S;S;;S;;S;S;S;S;;S;;;S;S;S;;;
Jaecoo 5 Comfort 1.5 TGDI HEV DHT 2526;Jaecoo;5;Comfort 1.5 TGDI HEV DHT;2025;2026;4380;1860;1650;2620;;;;;;;;;S;;;1,5;;S;4;S;;135;200;5200;2500;;;;S;1;S;204;310;;;1,83;;;;224;295;;;7,9;175;S;;;S;;S;;;;;;;;;7;8;S;18;215;215/55 R18;;;S;;;S;S;;;;S;;;;S;;;S;;S;S;;S;;;;;;;;;;;;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;S;;;;;;;;S;;S;;;;S;;S;;;S;S;S;1;1;1;;1;;;;;8;;9;;;;S;;;;4;;;;;S;S;;;S;;;S;;S;;4;;4;;;S;;S;S;;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;;S;S;;;S;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Toyota Yaris Cross XRE 1.5 CVT 2526;Toyota;Yaris Cross;XRE 1.5 CVT;2025;2026;4310;1770;1655;2620;183;400;;1185;;;;;;;;1,5;;;4;S;;122;150;6000;4800;;;S;;;;;;;;;;;;122;150;9,713114754;77,45098039;13;170;S;;;S;;S;;12,6;14,3;8,8;10,2;42;;;10;8;S;17;215;215/60 R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;S;S;;S;S;;;;;;;;;;S;S;S;;;;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;;;;;;S;S;S;;;;;S;S;;;S;;;;;1;2;1;;S;;;7;;10;;;;S;;;;6;;;;;;;;S;;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;S;;;S;S;S;;;;;S;S;;;S;S;;;;;S;;;;S;S;;;;;;;;;;;;
Toyota Yaris Cross XRX 1.5 CVT 2526;Toyota;Yaris Cross;XRX 1.5 CVT;2025;2026;4310;1770;1655;2620;183;400;;1210;;;;;;;;1,5;;;4;S;;122;150;6000;4800;;;S;;;;;;;;;;;;122;150;9,918032787;79,08496732;13;170;S;;;S;;S;;12,6;14,3;8,8;10,2;42;;;10;8;S;18;215;215/55 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;S;S;;S;S;;;;;;;;S;;S;S;S;S;S;;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;S;S;;;S;S;;;;1;2;1;;S;;;7;;10;;;;S;;;;6;;;;;;;;S;;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;;;S;S;;;S;S;;;S;;S;;;;S;S;;;;S;;;;;;;;
Toyota Yaris Cross XRX 1.5 HEV CVT 2526;Toyota;Yaris Cross;XRX 1.5 HEV CVT;2025;2026;4310;1770;1655;2620;187;391;;1295;;;;;S;;;1,5;;;4;S;;91;120,6;5500;3600;;;S;;;S;80;141,2;;;0,76;;;;111;150;11,66666667;84,64052288;14;160;S;;;S;;S;;17,9;15,3;15,3;13,2;36;;;10;8;S;18;215;215/55 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;S;S;;S;S;;;;;;;;S;;S;S;S;S;S;;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;;S;;;S;S;;;;1;2;1;;S;;;7;;10;;;;S;;;;6;;;;;;;;S;;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;;;S;S;;;S;S;;;S;;S;;;;S;S;;;;S;;;;;;;;
Toyota Yaris Cross XRE 1.5 HEV CVT 2526;Toyota;Yaris Cross;XRE 1.5 HEV CVT;2025;2026;4310;1770;1655;2620;187;391;;1270;;;;;S;;;1,5;;;4;S;;91;120,6;5500;3600;;;S;;;S;80;141,2;;;0,76;;;;111;150;11,44144144;83,00653595;14;160;S;;;S;;S;;17,9;15,3;13,2;10,7;36;;;10;8;S;17;215;215/60 R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;S;S;;S;S;;;;;;;;;;S;S;S;;;;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;;S;;;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;;;;;;S;S;S;;;;;S;S;;;S;;;;;1;2;1;;S;;;7;;10;;;;S;;;;6;;;;;;;;S;;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;S;;;S;S;S;;;;;S;S;;;S;S;;;;;S;;;;S;S;;;;;;;;;;;;
Geely EX2 Pro 2526;Geely;EX2;Pro;2025;2026;4135;1805;1580;2650;160;375;;1300;;;;;;;S;;;;;;;;;;;;;;;;S;;;116;150;39,4;6,6;70;S;116;150;11,20689655;84,96732026;10,2;140;;S;;S;;S;0,39;60,1;45,2;;;;289;;6;8;;15;205;205/65 R15;;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;;;;;S;;;;;;;S;S;;;;;;S;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;S;S;;;S;;S;;;S;;;;;S;;;;;;;;;S;;S;;;S;;;S;;;S;;;1;1;1;;1;1;;;;8,8;;14,6;;;;S;;;;4;;;;;S;;S;;;;;;;S;;4;;4;S;;;;;S;;S;;;S;S;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Geely EX2 Max 2526;Geely;EX2;Max;2025;2026;4135;1805;1580;2650;160;375;;1300;;;;;;;S;;;;;;;;;;;;;;;;S;;;116;150;39,4;6,6;70;S;116;150;11,20689655;84,96732026;10,2;140;;S;;S;;S;0,39;60,1;45,2;;;;289;;6;8;S;16;205;205/60 R16;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;;;;;S;;;;;;;S;S;;;;;;S;;;;S;S;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;S;S;;;S;;S;S;;S;;;;S;S;;;;;;;;;S;;S;;;S;;;S;;;S;S;;1;1;1;;1;1;S;;;8,8;;14,6;;;;S;;;;6;;;;;S;;S;;;;;;;S;;4;;4;S;;;;S;S;;S;;;S;S;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;;;S;S;S;S;;;S;;S;S;;;;S;;;;;S;;;;S;;;;;;;;;;;;;
BYD Dolphin Mini GS EV 2526;BYD;Dolphin;Mini GS EV;2025;2026;3780;1715;1580;2500;110;230;;1245;1665;;;;;;S;;;;;;;;;;;;;;;;S;75;135;;;38;6,6;40;S;75;135;16,52;89,7826087;14,9;130;S;;;S;;S;0,41;58,6;41,9;;;;280;;5;8;S;16;175;175/55 R16;;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;;;;;S;;;;;;;S;S;;;;;;S;;S;S;S;S;;;;;;;;;;;;;;;S;S;;;;;;;;;;;;;S;;S;;S;;S;S;;S;;;;S;S;;;;;;;;;S;;S;;;S;;;S;S;;S;S;S;1;;1;;1;1;S;;;7;;10,1;;S;;S;S;S;;4;;;;;S;;S;;;;;;;;;4;;1;S;S;S;;S;S;;S;;;S;S;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
BYD Dolphin Mini GL EV 2526;BYD;Dolphin;Mini GL EV;2025;2026;3780;1715;1580;2500;110;230;;1245;1665;;;;;;S;;;;;;;;;;;;;;;;S;75;135;;;38;6,6;40;S;75;135;16,52;89,7826087;14,9;130;S;;;S;;S;0,41;58,6;41,9;;;;280;;5;8;S;16;175;175/55 R16;;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;;;;;S;;;;;;;S;S;;;;;;S;;S;S;S;;;;;;;;;;;;;;;;S;S;;;;;;;;;;;;;S;S;;;S;;S;S;;S;;;;S;S;;;;;;;;;S;;S;;;S;;;S;S;;S;S;S;1;;1;;1;1;;;;7;;10,1;;S;;S;S;S;;4;;;;;S;;S;;;;;;;;;4;;1;S;S;S;;S;S;;S;;;S;S;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
GWM Haval H6 2 1.5 TGDI HEV DHT 2526;GWM;Haval H6;2 1.5 TGDI HEV DHT;2025;2026;4703;1886;1730;2738;185;560;1445;1699;;420;750;;S;;;1,5;;S;4;S;;150;229,5;5500;1500;;;;S;2;S;177;299,8;;;1,6;;;;243;540;6,991769547;31,46296296;7,9;175;S;;;S;;S;1,63;14,7;11,4;;;61;;;5;8;S;18;225;225/60 R18;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;;;;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;S;;;;;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;S;S;2;1;;1;1;1;S;;;10,25;S;14,6;;;;S;S;S;;8;;;;;S;;;;S;;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;;S;S;S;S;S;;S;S;S;S;S;;S;S;;;S;S;S;;;S;S;S;S;;;S;;;S;S;;;;
GWM Haval H6 19 1.5 TGDI PHEV DHT 2526;GWM;Haval H6;19 1.5 TGDI PHEV DHT;2025;2026;4703;1886;1730;2738;200;560;1445;1915;;;750;;;S;;1,5;;S;4;S;;150;229,5;5500;1500;;;;S;2;S;177;299,8;;;19;6,6;33;;326;540;5,874233129;34,81818182;7,6;180;S;;;S;;S;0,64;13,5;11,9;;;55;73;;5;8;S;19;235;235/55 R19;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;;;;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;S;;;;;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;S;S;2;1;;1;1;1;S;;;10,25;S;14,6;;;;S;S;S;;9;;;1;;S;;;;S;;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;;S;S;S;S;S;;S;S;S;S;S;;S;S;;;S;S;S;;;S;S;S;S;;;S;;;S;S;;;;
GWM Haval H6 35 1.5 TGDI PHEV DHT 2526;GWM;Haval H6;35 1.5 TGDI PHEV DHT;2025;2026;4703;1886;1730;2738;200;560;1445;2070;;420;750;;;S;;1,5;;S;4;S;;150;229,5;5500;1500;;;;S;2;S;177;299,8;184;232,5;35;6,6;48;;393;772;5,267175573;26,30241423;4,9;180;;;S;S;;S;0,74;12;10,9;;;55;119;;5;8;S;19;235;235/55 R19;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;;;;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;S;;;;S;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;S;S;2;1;;1;1;1;S;;;10,25;S;14,6;;;;S;S;S;;9;;;1;;S;;;;S;;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;;S;S;S;S;S;;S;S;S;S;S;;S;S;;;S;S;S;;;S;S;S;S;;;S;;;S;S;S;;;
GWM Haval H6 GT 1.5 TGDI PHEV DHT 2526;GWM;Haval H6;GT 1.5 TGDI PHEV DHT;2025;2026;4727;1940;1729;2738;190;560;1445;2070;;420;750;;;S;;1,5;;S;4;S;;150;229,5;5500;1500;;;;S;2;S;177;299,8;184;232,5;35;6,6;48;;393;772;5,267175573;26,30241423;4,9;180;;;S;S;;S;0,74;12;10,9;;;55;119;;5;8;S;19;235;235/55 R19;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;;S;;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;;S;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;S;;S;S;S;;S;;S;;S;S;;S;S;S;2;1;;1;1;1;S;;;10,25;S;14,6;;;;S;S;S;S;9;;;1;;S;;;;S;;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;;S;S;S;S;S;;S;S;S;S;S;;S;S;;;S;S;S;;;S;S;S;S;;;S;;;S;S;S;;;
